"","response","age","whitecollar","bluecollar","other_job","divorced","married","single","primary","secondary","tertiary","unknown_edu"
"3647","No",48,0,1,0,0,0,1,0,1,0,0
"3648","No",36,1,0,0,0,0,1,0,1,0,0
"3649","No",31,0,1,0,0,0,1,0,1,0,0
"3650","No",41,1,0,0,0,1,0,0,0,1,0
"3651","No",30,1,0,0,0,0,1,0,1,0,0
"3652","No",57,0,0,1,0,1,0,0,0,1,0
"3654","Yes",29,0,1,0,1,0,0,0,1,0,0
"3656","No",44,1,0,0,0,1,0,0,0,1,0
"3658","No",56,1,0,0,1,0,0,0,1,0,0
"3660","No",52,0,1,0,0,1,0,0,1,0,0
"3661","No",32,1,0,0,0,0,1,0,1,0,0
"3662","No",36,0,1,0,0,0,1,0,1,0,0
"3663","No",26,0,1,0,0,1,0,0,1,0,0
"3664","No",37,0,1,0,0,1,0,0,1,0,0
"3665","No",34,0,1,0,0,1,0,0,1,0,0
"3667","Yes",32,0,1,0,0,1,0,0,1,0,0
"3668","No",30,1,0,0,0,0,1,0,0,1,0
"3669","No",27,0,1,0,0,0,1,0,1,0,0
"3671","No",33,0,1,0,0,0,1,1,0,0,0
"3672","No",37,0,1,0,0,1,0,0,1,0,0
"3673","No",45,0,1,0,0,1,0,0,1,0,0
"3674","Yes",36,1,0,0,0,1,0,0,0,1,0
"3676","No",33,1,0,0,0,0,1,0,0,1,0
"3677","No",47,0,1,0,0,1,0,0,1,0,0
"3678","No",49,1,0,0,0,1,0,0,1,0,0
"3679","No",46,1,0,0,1,0,0,0,1,0,0
"3680","No",31,0,1,0,0,1,0,0,1,0,0
"3681","No",43,0,0,1,1,0,0,0,1,0,0
"3682","Yes",30,0,1,0,0,0,1,0,1,0,0
"3684","No",42,0,1,0,0,1,0,0,1,0,0
"3686","No",33,1,0,0,0,0,1,0,0,1,0
"3687","No",41,1,0,0,0,1,0,0,1,0,0
"3688","No",29,0,1,0,0,0,1,0,1,0,0
"3689","No",38,0,0,1,0,1,0,0,1,0,0
"3692","No",38,1,0,0,0,0,1,0,0,1,0
"3693","No",36,0,1,0,1,0,0,1,0,0,0
"3694","No",38,1,0,0,0,1,0,0,0,1,0
"3695","No",44,1,0,0,0,1,0,0,1,0,0
"3697","No",31,0,1,0,0,0,1,0,1,0,0
"3699","No",37,0,1,0,0,1,0,1,0,0,0
"3700","No",50,0,1,0,0,1,0,0,1,0,0
"3701","No",60,0,0,1,0,1,0,1,0,0,0
"3703","No",48,0,1,0,0,1,0,0,1,0,0
"3705","No",36,0,1,0,0,1,0,0,1,0,0
"3707","No",31,1,0,0,0,1,0,1,0,0,0
"3708","No",49,0,1,0,0,0,1,0,1,0,0
"3709","No",35,1,0,0,1,0,0,0,0,1,0
"3710","No",44,1,0,0,0,1,0,0,1,0,0
"3712","No",46,0,1,0,0,1,0,0,1,0,0
"3713","No",49,0,1,0,0,1,0,1,0,0,0
"3714","No",32,0,1,0,0,1,0,0,1,0,0
"3716","No",51,1,0,0,0,1,0,0,1,0,0
"3717","No",57,0,0,1,1,0,0,0,1,0,0
"3718","No",59,1,0,0,0,1,0,0,0,1,0
"3719","No",40,0,1,0,1,0,0,0,0,0,1
"3720","No",49,1,0,0,0,0,1,0,0,1,0
"3721","No",51,1,0,0,0,1,0,0,1,0,0
"3722","No",35,1,0,0,0,1,0,0,1,0,0
"3723","No",29,1,0,0,0,1,0,0,1,0,0
"3724","Yes",32,0,1,0,0,0,1,0,1,0,0
"3726","No",49,0,0,1,0,1,0,1,0,0,0
"3727","No",45,0,1,0,0,1,0,0,0,0,1
"3728","No",34,0,1,0,0,0,1,0,1,0,0
"3729","No",53,0,1,0,0,1,0,0,1,0,0
"3730","No",42,1,0,0,0,1,0,1,0,0,0
"3731","Yes",43,0,1,0,0,1,0,0,1,0,0
"3733","No",34,0,1,0,0,0,1,0,1,0,0
"3734","Yes",34,0,1,0,1,0,0,0,0,1,0
"3735","Yes",27,0,1,0,0,1,0,0,1,0,0
"3736","No",43,0,0,1,0,1,0,0,0,1,0
"3737","No",41,0,1,0,0,1,0,0,0,1,0
"3738","No",72,0,0,1,0,1,0,0,1,0,0
"3739","No",35,0,1,0,0,1,0,1,0,0,0
"3740","No",41,1,0,0,0,1,0,0,0,1,0
"3741","Yes",36,0,1,0,1,0,0,1,0,0,0
"3742","No",51,0,0,1,0,1,0,1,0,0,0
"3743","No",37,1,0,0,0,1,0,0,0,1,0
"3745","No",26,1,0,0,0,0,1,0,1,0,0
"3746","No",23,0,1,0,0,0,1,0,1,0,0
"3748","No",37,0,1,0,0,1,0,0,1,0,0
"3749","No",35,1,0,0,0,1,0,0,0,1,0
"3750","No",37,1,0,0,0,1,0,0,0,1,0
"3753","No",47,0,1,0,0,1,0,0,1,0,0
"3754","No",44,0,1,0,0,1,0,0,1,0,0
"3755","Yes",36,1,0,0,0,0,1,0,0,1,0
"3758","No",35,0,1,0,0,0,1,0,0,1,0
"3759","No",31,0,1,0,0,1,0,0,1,0,0
"3760","No",58,0,1,0,0,1,0,1,0,0,0
"3761","No",46,1,0,0,0,1,0,0,0,1,0
"3762","No",41,1,0,0,0,0,1,0,1,0,0
"3763","No",58,0,1,0,0,1,0,0,1,0,0
"3764","No",33,0,1,0,0,1,0,0,1,0,0
"3765","No",31,0,0,1,0,1,0,0,1,0,0
"3767","No",38,0,1,0,0,0,1,0,1,0,0
"3768","No",55,0,0,1,0,1,0,0,1,0,0
"3769","No",47,1,0,0,0,0,1,0,0,1,0
"3770","No",51,0,0,1,0,1,0,1,0,0,0
"3772","Yes",61,1,0,0,0,1,0,0,0,1,0
"3773","No",47,1,0,0,0,0,1,0,0,1,0
"3774","No",34,0,1,0,0,1,0,0,1,0,0
"3775","No",34,0,1,0,0,1,0,0,1,0,0
"3777","No",36,0,1,0,1,0,0,0,1,0,0
"3778","No",26,0,1,0,0,0,1,0,1,0,0
"3779","Yes",35,1,0,0,0,1,0,0,0,1,0
"3780","No",36,0,1,0,0,1,0,0,1,0,0
"3781","Yes",26,1,0,0,0,0,1,0,0,1,0
"3782","No",58,1,0,0,0,1,0,1,0,0,0
"3783","No",50,0,1,0,0,1,0,0,1,0,0
"3784","No",61,0,0,1,0,1,0,0,1,0,0
"3785","No",28,0,1,0,0,0,1,0,1,0,0
"3786","No",49,0,1,0,0,0,1,1,0,0,0
"3787","Yes",74,0,0,1,0,1,0,0,1,0,0
"3788","No",53,0,1,0,0,1,0,0,1,0,0
"3789","No",46,1,0,0,0,1,0,0,1,0,0
"3790","Yes",47,1,0,0,0,1,0,0,0,1,0
"3791","No",42,0,1,0,0,0,1,1,0,0,0
"3792","No",56,0,1,0,0,1,0,0,1,0,0
"3793","No",42,0,1,0,0,1,0,0,1,0,0
"3794","No",49,0,0,1,0,1,0,1,0,0,0
"3796","No",39,0,1,0,0,1,0,0,1,0,0
"3797","Yes",66,0,0,1,0,1,0,1,0,0,0
"3799","No",38,1,0,0,0,0,1,0,0,1,0
"3801","No",32,0,1,0,0,1,0,0,1,0,0
"3802","No",48,0,1,0,0,1,0,0,1,0,0
"3803","No",34,1,0,0,0,1,0,0,0,1,0
"3804","No",28,0,0,1,0,0,1,0,1,0,0
"3805","No",40,1,0,0,0,0,1,0,1,0,0
"3806","No",36,1,0,0,0,1,0,0,1,0,0
"3807","No",52,0,0,1,0,1,0,0,1,0,0
"3808","No",46,1,0,0,0,1,0,1,0,0,0
"3809","No",25,0,1,0,0,0,1,0,1,0,0
"3810","No",52,0,1,0,0,1,0,0,1,0,0
"3811","No",40,0,1,0,0,1,0,1,0,0,0
"3812","No",26,1,0,0,1,0,0,0,0,1,0
"3813","No",26,0,1,0,0,0,1,1,0,0,0
"3814","No",35,1,0,0,0,0,1,0,1,0,0
"3815","No",40,1,0,0,0,0,1,0,1,0,0
"3818","Yes",33,1,0,0,0,1,0,0,1,0,0
"3820","Yes",46,0,1,0,1,0,0,0,1,0,0
"3821","No",28,1,0,0,0,0,1,0,0,1,0
"3822","No",31,0,1,0,0,1,0,0,1,0,0
"3823","No",44,0,1,0,0,1,0,1,0,0,0
"3824","No",35,1,0,0,0,1,0,0,1,0,0
"3825","No",50,0,1,0,1,0,0,0,0,0,1
"3826","No",32,0,1,0,0,1,0,0,1,0,0
"3827","No",51,1,0,0,0,1,0,0,1,0,0
"3828","No",51,1,0,0,0,1,0,0,0,1,0
"3830","No",41,1,0,0,1,0,0,0,1,0,0
"3831","No",57,0,1,0,0,1,0,0,0,1,0
"3833","No",47,0,1,0,0,1,0,0,1,0,0
"3834","No",47,1,0,0,1,0,0,0,1,0,0
"3837","No",39,0,1,0,0,1,0,0,1,0,0
"3838","No",53,0,1,0,0,0,1,0,0,0,1
"3839","No",47,0,1,0,0,1,0,0,1,0,0
"3840","No",51,0,1,0,1,0,0,0,1,0,0
"3841","No",48,0,1,0,0,1,0,0,1,0,0
"3842","No",32,0,1,0,0,1,0,0,1,0,0
"3843","No",36,1,0,0,1,0,0,0,0,1,0
"3846","No",31,0,1,0,0,1,0,0,1,0,0
"3847","No",49,1,0,0,0,1,0,0,1,0,0
"3848","No",33,0,0,1,1,0,0,0,1,0,0
"3850","No",27,0,1,0,0,1,0,0,1,0,0
"3853","No",45,1,0,0,0,1,0,0,1,0,0
"3854","Yes",54,0,1,0,0,1,0,0,1,0,0
"3855","No",49,0,1,0,0,1,0,0,0,1,0
"3856","No",47,0,1,0,0,1,0,0,1,0,0
"3857","No",42,0,0,1,0,1,0,1,0,0,0
"3858","No",50,1,0,0,0,1,0,0,0,1,0
"3859","No",37,1,0,0,0,1,0,0,1,0,0
"3860","No",54,0,1,0,0,1,0,1,0,0,0
"3861","No",40,0,1,0,0,1,0,0,1,0,0
"3862","No",50,0,1,0,0,1,0,0,1,0,0
"3863","No",57,0,0,1,0,1,0,0,1,0,0
"3864","No",33,0,1,0,0,1,0,0,1,0,0
"3865","No",49,0,1,0,0,1,0,0,1,0,0
"3866","No",35,0,1,0,0,1,0,0,1,0,0
"3867","No",28,0,1,0,0,0,1,0,1,0,0
"3868","No",58,1,0,0,0,1,0,0,0,1,0
"3869","No",31,1,0,0,0,0,1,0,1,0,0
"3871","No",49,0,1,0,0,0,1,1,0,0,0
"3872","No",30,0,0,1,0,1,0,0,1,0,0
"3873","No",29,0,1,0,0,0,1,0,1,0,0
"3874","No",50,1,0,0,0,1,0,0,0,0,1
"3876","No",27,0,0,1,0,1,0,0,1,0,0
"3877","No",32,0,1,0,0,0,1,0,1,0,0
"3878","No",62,0,0,1,0,1,0,0,1,0,0
"3879","No",34,0,1,0,0,0,1,0,1,0,0
"3880","No",25,1,0,0,0,0,1,0,0,1,0
"3881","No",34,1,0,0,0,0,1,0,0,1,0
"3882","Yes",44,0,1,0,0,0,1,0,1,0,0
"3883","No",38,1,0,0,0,1,0,0,0,1,0
"3886","No",41,1,0,0,0,1,0,0,1,0,0
"3887","No",36,1,0,0,0,0,1,0,0,1,0
"3888","No",27,1,0,0,0,0,1,0,0,1,0
"3889","No",37,0,1,0,1,0,0,0,1,0,0
"3892","No",39,1,0,0,0,1,0,0,1,0,0
"3893","No",35,1,0,0,1,0,0,0,0,1,0
"3894","No",40,0,1,0,0,1,0,0,1,0,0
"3895","No",38,1,0,0,0,0,1,0,0,1,0
"3896","No",31,0,1,0,0,1,0,0,1,0,0
"3898","No",53,1,0,0,0,1,0,1,0,0,0
"3899","No",59,0,1,0,0,1,0,1,0,0,0
"3900","No",29,1,0,0,0,0,1,0,0,1,0
"3901","No",30,1,0,0,0,0,1,0,1,0,0
"3902","No",52,1,0,0,0,1,0,0,1,0,0
"3903","No",55,0,1,0,0,1,0,0,1,0,0
"3904","No",56,0,1,0,0,1,0,1,0,0,0
"3905","No",32,1,0,0,0,1,0,0,1,0,0
"3906","No",24,0,1,0,0,1,0,0,1,0,0
"3907","No",51,0,1,0,0,1,0,1,0,0,0
"3908","No",36,1,0,0,0,1,0,0,0,1,0
"3909","No",36,0,1,0,0,1,0,0,0,1,0
"3910","Yes",42,1,0,0,0,1,0,0,0,1,0
"3911","No",49,1,0,0,0,1,0,0,1,0,0
"3912","No",48,1,0,0,0,1,0,0,1,0,0
"3913","No",36,1,0,0,0,1,0,0,1,0,0
"3914","No",48,1,0,0,0,1,0,1,0,0,0
"3915","Yes",30,0,1,0,0,1,0,0,0,1,0
"3916","No",27,1,0,0,0,0,1,0,0,1,0
"3917","No",38,1,0,0,0,1,0,0,0,1,0
"3918","Yes",36,0,1,0,0,0,1,0,1,0,0
"3919","No",45,0,1,0,0,1,0,0,1,0,0
"3920","No",44,0,0,1,0,1,0,0,0,1,0
"3921","No",42,0,1,0,0,1,0,0,1,0,0
"3922","No",37,1,0,0,0,1,0,0,0,1,0
"3925","No",44,0,1,0,0,1,0,0,1,0,0
"3926","No",48,0,1,0,0,1,0,0,1,0,0
"3927","No",56,0,0,1,0,1,0,1,0,0,0
"3928","No",37,1,0,0,0,1,0,0,0,1,0
"3929","No",47,0,1,0,0,1,0,0,1,0,0
"3934","No",39,0,1,0,0,0,1,0,1,0,0
"3935","No",40,1,0,0,0,1,0,0,0,1,0
"3936","No",38,1,0,0,0,0,1,0,0,1,0
"3937","Yes",34,1,0,0,0,1,0,0,0,1,0
"3938","No",53,0,0,1,0,1,0,1,0,0,0
"3939","No",32,0,1,0,0,1,0,0,1,0,0
"3940","No",35,0,1,0,0,1,0,0,1,0,0
"3941","No",24,0,0,1,0,0,1,0,1,0,0
"3942","No",58,0,1,0,0,1,0,1,0,0,0
"3943","Yes",49,1,0,0,0,1,0,1,0,0,0
"3945","No",55,1,0,0,0,1,0,0,0,1,0
"3946","No",42,1,0,0,0,1,0,0,0,1,0
"3947","No",28,1,0,0,0,1,0,0,1,0,0
"3948","No",48,0,1,0,0,1,0,0,1,0,0
"3949","No",51,1,0,0,0,0,1,0,0,1,0
"3950","No",38,0,0,1,0,1,0,1,0,0,0
"3951","No",27,0,1,0,0,0,1,0,1,0,0
"3954","No",40,1,0,0,0,1,0,0,0,1,0
"3955","No",29,0,1,0,0,0,1,0,1,0,0
"3956","No",34,0,1,0,0,1,0,0,1,0,0
"3957","Yes",44,1,0,0,0,0,1,0,0,1,0
"3958","No",50,1,0,0,0,1,0,0,0,1,0
"3959","No",34,1,0,0,0,1,0,0,0,1,0
"3960","No",54,0,0,1,1,0,0,1,0,0,0
"3961","No",34,0,1,0,0,1,0,0,0,1,0
"3962","Yes",34,1,0,0,0,0,1,0,0,1,0
"3963","No",52,0,1,0,0,1,0,1,0,0,0
"3964","No",60,0,0,1,0,1,0,0,0,0,1
"3965","No",39,1,0,0,0,0,1,0,1,0,0
"3966","No",58,0,0,1,0,1,0,1,0,0,0
"3967","No",41,0,1,0,1,0,0,0,1,0,0
"3968","No",48,0,1,0,0,1,0,0,1,0,0
"3969","No",58,1,0,0,0,1,0,0,0,1,0
"3970","No",40,1,0,0,0,1,0,1,0,0,0
"3971","No",48,1,0,0,0,1,0,0,0,1,0
"3972","No",52,0,1,0,1,0,0,1,0,0,0
"3974","No",25,0,1,0,0,0,1,0,1,0,0
"3975","No",54,0,0,1,0,1,0,1,0,0,0
"3976","No",34,0,1,0,0,1,0,0,1,0,0
"3978","No",37,1,0,0,0,1,0,0,0,1,0
"3980","No",32,1,0,0,0,0,1,0,0,1,0
"3981","No",45,0,1,0,0,1,0,0,1,0,0
"3983","No",41,1,0,0,0,1,0,0,0,1,0
"3984","No",40,0,1,0,1,0,0,0,0,1,0
"3985","No",44,0,1,0,0,0,1,0,1,0,0
"3987","No",30,0,0,1,0,0,1,0,0,1,0
"3988","No",32,0,1,0,0,1,0,0,1,0,0
"3989","No",57,1,0,0,0,1,0,0,1,0,0
"3990","No",31,0,1,0,0,0,1,0,0,1,0
"3991","No",49,0,0,1,0,1,0,0,1,0,0
"3992","No",31,1,0,0,0,0,1,0,1,0,0
"3993","No",41,1,0,0,0,1,0,0,0,1,0
"3994","No",44,1,0,0,0,1,0,0,0,1,0
"3995","No",54,1,0,0,0,1,0,0,0,0,1
"3996","Yes",37,0,1,0,1,0,0,0,1,0,0
"3997","No",34,1,0,0,0,1,0,0,1,0,0
"3998","No",43,0,1,0,0,1,0,0,1,0,0
"4000","No",44,0,1,0,0,1,0,0,1,0,0
"4002","No",36,0,1,0,0,1,0,0,1,0,0
"4003","No",58,0,1,0,1,0,0,0,1,0,0
"4004","No",26,0,0,1,0,0,1,0,1,0,0
"4005","No",34,0,1,0,0,0,1,0,1,0,0
"4007","No",55,0,1,0,0,1,0,0,1,0,0
"4008","No",34,1,0,0,0,1,0,0,0,1,0
"4009","No",41,1,0,0,1,0,0,0,1,0,0
"4011","No",28,0,1,0,0,0,1,0,1,0,0
"4012","No",41,0,1,0,0,1,0,0,1,0,0
"4013","No",30,1,0,0,0,1,0,0,0,1,0
"4014","No",39,0,1,0,0,1,0,0,0,0,1
"4015","No",41,1,0,0,0,1,0,0,1,0,0
"4016","No",36,0,1,0,0,1,0,0,1,0,0
"4017","No",37,1,0,0,0,1,0,0,0,1,0
"4018","No",59,1,0,0,0,1,0,0,0,1,0
"4019","No",26,0,1,0,0,0,1,0,1,0,0
"4021","No",42,1,0,0,0,1,0,0,1,0,0
"4022","Yes",46,0,1,0,0,1,0,0,0,0,1
"4023","No",31,1,0,0,0,1,0,0,1,0,0
"4024","No",43,0,0,1,0,1,0,0,1,0,0
"4025","No",48,0,1,0,0,0,1,0,0,1,0
"4026","No",41,0,1,0,0,1,0,0,1,0,0
"4027","No",32,1,0,0,0,1,0,0,0,1,0
"4028","No",45,0,1,0,0,1,0,0,0,1,0
"4029","Yes",52,1,0,0,0,0,1,0,0,0,1
"4030","No",37,1,0,0,0,1,0,0,1,0,0
"4032","No",36,0,1,0,0,0,1,0,1,0,0
"4033","No",58,0,0,1,0,1,0,0,1,0,0
"4034","No",37,1,0,0,0,1,0,0,0,1,0
"4035","No",30,0,1,0,0,0,1,0,1,0,0
"4036","No",47,0,1,0,0,1,0,0,1,0,0
"4038","No",42,1,0,0,1,0,0,0,0,1,0
"4040","No",54,0,1,0,0,1,0,0,1,0,0
"4041","Yes",53,1,0,0,0,1,0,1,0,0,0
"4042","No",33,0,1,0,1,0,0,0,1,0,0
"4044","No",39,0,1,0,1,0,0,0,1,0,0
"4046","No",34,0,1,0,0,0,1,0,1,0,0
"4047","No",39,1,0,0,0,0,1,0,0,1,0
"4048","No",75,0,0,1,0,1,0,0,1,0,0
"4049","No",33,1,0,0,1,0,0,0,1,0,0
"4051","No",37,0,1,0,0,1,0,0,0,0,1
"4052","No",69,0,0,1,0,1,0,1,0,0,0
"4053","No",52,0,0,1,0,1,0,1,0,0,0
"4057","No",46,0,1,0,0,1,0,0,1,0,0
"4058","No",28,0,1,0,0,1,0,0,1,0,0
"4059","No",41,1,0,0,0,1,0,0,1,0,0
"4060","No",42,0,1,0,1,0,0,0,1,0,0
"4061","No",34,1,0,0,0,0,1,0,1,0,0
"4062","Yes",28,0,1,0,0,1,0,0,1,0,0
"4063","No",43,1,0,0,0,0,1,0,1,0,0
"4064","No",32,0,1,0,0,1,0,0,1,0,0
"4065","No",33,0,1,0,0,0,1,0,0,1,0
"4068","No",53,0,1,0,0,1,0,0,1,0,0
"4069","No",30,0,1,0,0,0,1,0,1,0,0
"4070","No",45,0,1,0,1,0,0,0,1,0,0
"4073","No",45,0,1,0,0,1,0,1,0,0,0
"4075","No",53,1,0,0,0,1,0,1,0,0,0
"4076","No",40,0,1,0,0,1,0,0,1,0,0
"4078","No",31,0,1,0,1,0,0,0,1,0,0
"4079","No",30,1,0,0,0,1,0,0,0,1,0
"4080","No",53,1,0,0,0,1,0,0,1,0,0
"4082","No",26,1,0,0,0,0,1,0,1,0,0
"4083","No",47,0,1,0,0,1,0,0,1,0,0
"4085","No",45,0,0,1,0,1,0,1,0,0,0
"4086","No",35,1,0,0,0,1,0,0,0,1,0
"4087","No",36,1,0,0,0,0,1,0,0,1,0
"4088","No",57,1,0,0,0,1,0,0,1,0,0
"4089","No",42,0,1,0,0,1,0,1,0,0,0
"4091","Yes",30,1,0,0,0,1,0,0,0,1,0
"4092","No",36,0,1,0,0,1,0,0,1,0,0
"4093","No",43,0,1,0,0,1,0,0,1,0,0
"4095","No",31,0,1,0,0,0,1,0,0,1,0
"4096","No",35,0,1,0,0,1,0,0,1,0,0
"4098","No",46,0,1,0,0,1,0,0,1,0,0
"4099","No",30,0,1,0,0,1,0,0,1,0,0
"4100","No",33,1,0,0,0,0,1,0,0,1,0
"4102","No",48,0,1,0,0,1,0,1,0,0,0
"4103","No",31,1,0,0,0,1,0,0,0,1,0
"4104","No",46,1,0,0,1,0,0,0,0,1,0
"4105","No",40,0,1,0,0,1,0,0,1,0,0
"4106","No",39,1,0,0,0,1,0,0,1,0,0
"4109","Yes",84,0,0,1,1,0,0,1,0,0,0
"4110","No",40,0,1,0,0,1,0,1,0,0,0
"4111","No",55,1,0,0,0,1,0,0,0,1,0
"4112","No",40,0,1,0,1,0,0,0,1,0,0
"4113","No",46,1,0,0,0,1,0,1,0,0,0
"4114","No",43,1,0,0,0,0,1,0,0,1,0
"4115","No",34,0,1,0,0,1,0,0,1,0,0
"4116","No",35,0,1,0,0,0,1,0,1,0,0
"4117","No",57,0,0,1,0,1,0,0,0,0,1
"4118","Yes",25,0,0,1,0,0,1,0,1,0,0
"4119","No",32,1,0,0,0,1,0,0,0,1,0
"4120","No",52,0,0,1,0,0,1,0,1,0,0
"4121","No",31,1,0,0,0,0,1,0,0,1,0
"4122","No",34,1,0,0,0,1,0,0,0,1,0
"4123","No",42,0,1,0,1,0,0,0,1,0,0
"4124","Yes",47,0,1,0,1,0,0,1,0,0,0
"4125","Yes",50,1,0,0,1,0,0,0,0,1,0
"4126","Yes",30,0,1,0,0,1,0,0,1,0,0
"4128","No",56,0,1,0,0,0,1,0,0,1,0
"4129","No",34,1,0,0,1,0,0,0,1,0,0
"4130","No",33,0,1,0,0,1,0,0,1,0,0
"4132","No",34,1,0,0,0,1,0,0,0,1,0
"4133","No",37,0,1,0,0,1,0,0,1,0,0
"4134","No",30,1,0,0,0,1,0,0,1,0,0
"4135","No",29,0,1,0,0,1,0,0,1,0,0
"4136","No",56,0,0,1,1,0,0,1,0,0,0
"4137","No",31,1,0,0,0,1,0,0,0,1,0
"4138","No",59,0,0,1,0,1,0,0,0,0,1
"4139","No",36,0,0,1,0,1,0,0,1,0,0
"4140","No",51,0,1,0,1,0,0,0,1,0,0
"4141","No",54,1,0,0,1,0,0,1,0,0,0
"4143","No",32,0,1,0,0,1,0,0,0,1,0
"4144","No",42,1,0,0,0,1,0,0,0,1,0
"4145","No",29,0,1,0,0,1,0,0,1,0,0
"4146","No",52,0,1,0,0,1,0,1,0,0,0
"4147","No",40,0,1,0,0,1,0,0,1,0,0
"4148","No",30,0,1,0,0,1,0,0,1,0,0
"4149","Yes",55,1,0,0,1,0,0,0,1,0,0
"4150","No",49,1,0,0,0,1,0,0,0,1,0
"4152","No",32,0,1,0,0,0,1,0,1,0,0
"4154","No",42,0,1,0,0,1,0,0,1,0,0
"4155","No",56,1,0,0,0,1,0,0,1,0,0
"4156","No",39,0,0,1,0,0,1,0,1,0,0
"4157","No",30,1,0,0,0,0,1,0,1,0,0
"4158","No",55,0,0,1,0,1,0,0,1,0,0
"4159","No",43,0,1,0,0,1,0,1,0,0,0
"4162","No",39,1,0,0,0,0,1,0,0,0,1
"4163","No",56,0,1,0,1,0,0,0,0,1,0
"4164","No",29,0,1,0,0,0,1,0,0,0,1
"4165","No",38,0,1,0,0,1,0,1,0,0,0
"4166","No",59,1,0,0,0,1,0,0,0,1,0
"4167","No",42,0,1,0,0,0,1,0,0,0,1
"4168","No",46,0,1,0,0,1,0,1,0,0,0
"4169","No",31,1,0,0,0,1,0,0,1,0,0
"4171","No",50,1,0,0,0,1,0,0,1,0,0
"4172","No",42,0,1,0,0,1,0,1,0,0,0
"4173","No",36,0,1,0,0,0,1,0,1,0,0
"4174","No",25,1,0,0,0,0,1,0,0,1,0
"4175","No",42,1,0,0,0,0,1,0,0,1,0
"4177","Yes",32,0,1,0,0,1,0,1,0,0,0
"4178","No",57,1,0,0,0,1,0,0,0,1,0
"4179","No",48,0,1,0,0,1,0,0,1,0,0
"4180","No",34,0,1,0,1,0,0,0,1,0,0
"4181","No",33,0,1,0,0,1,0,0,1,0,0
"4182","No",26,0,1,0,0,0,1,0,1,0,0
"4183","No",50,0,1,0,0,1,0,0,1,0,0
"4184","No",60,0,1,0,0,0,1,0,0,1,0
"4185","No",47,1,0,0,0,1,0,0,0,1,0
"4186","No",31,1,0,0,0,1,0,0,0,1,0
"4188","No",36,0,1,0,0,1,0,0,1,0,0
"4189","No",43,0,1,0,0,1,0,1,0,0,0
"4190","No",30,0,1,0,0,0,1,0,0,1,0
"4191","No",32,0,1,0,0,1,0,0,1,0,0
"4193","No",29,1,0,0,0,0,1,0,1,0,0
"4194","No",48,0,1,0,1,0,0,0,1,0,0
"4195","Yes",32,0,1,0,0,0,1,0,1,0,0
"4196","No",30,0,0,1,0,0,1,0,0,1,0
"4198","No",51,0,1,0,0,1,0,0,0,0,1
"4199","Yes",34,1,0,0,0,1,0,0,0,1,0
"4200","No",35,0,1,0,0,1,0,0,1,0,0
"4201","No",49,1,0,0,0,0,1,1,0,0,0
"4204","No",37,1,0,0,0,1,0,0,0,1,0
"4205","No",49,0,1,0,0,1,0,1,0,0,0
"4206","No",44,0,1,0,1,0,0,0,1,0,0
"4209","No",39,0,1,0,0,1,0,0,1,0,0
"4210","No",38,0,1,0,0,1,0,0,1,0,0
"4211","No",51,0,1,0,1,0,0,0,1,0,0
"4212","Yes",27,0,1,0,0,0,1,0,1,0,0
"4213","No",38,0,1,0,0,0,1,0,0,1,0
"4215","No",36,0,0,1,0,0,1,0,0,0,1
"4218","Yes",38,0,0,1,0,1,0,0,0,1,0
"4219","No",48,1,0,0,0,1,0,0,0,1,0
"4220","No",26,0,0,1,0,1,0,0,1,0,0
"4221","Yes",33,0,1,0,0,0,1,0,1,0,0
"4222","No",47,0,1,0,0,1,0,0,0,0,1
"4223","No",45,1,0,0,1,0,0,0,0,1,0
"4224","No",32,0,1,0,1,0,0,0,1,0,0
"4226","Yes",65,0,0,1,0,1,0,0,0,0,1
"4227","No",37,0,1,0,0,1,0,0,1,0,0
"4228","No",45,0,1,0,1,0,0,1,0,0,0
"4229","No",36,0,1,0,0,1,0,0,1,0,0
"4231","No",37,1,0,0,0,1,0,0,0,1,0
"4232","Yes",39,0,1,0,1,0,0,0,1,0,0
"4234","No",31,1,0,0,0,1,0,0,0,1,0
"4235","No",58,0,1,0,1,0,0,1,0,0,0
"4236","No",44,1,0,0,0,0,1,0,0,1,0
"4237","Yes",31,0,1,0,0,1,0,0,1,0,0
"4238","Yes",33,0,1,0,0,0,1,0,1,0,0
"4239","Yes",36,0,1,0,0,0,1,0,0,1,0
"4240","No",31,0,1,0,0,0,1,0,1,0,0
"4241","No",45,1,0,0,0,1,0,0,1,0,0
"4242","No",30,0,1,0,0,0,1,0,0,1,0
"4243","No",34,0,1,0,0,1,0,0,1,0,0
"4244","No",34,1,0,0,0,1,0,0,0,1,0
"4245","No",39,1,0,0,1,0,0,0,1,0,0
"4246","No",41,1,0,0,0,1,0,0,0,1,0
"4247","No",32,0,1,0,0,0,1,0,1,0,0
"4248","No",32,1,0,0,0,0,1,0,0,1,0
"4249","No",36,0,1,0,0,1,0,1,0,0,0
"4250","No",35,1,0,0,0,1,0,0,0,1,0
"4251","Yes",32,1,0,0,0,0,1,0,0,1,0
"4253","No",49,1,0,0,0,1,0,1,0,0,0
"4254","No",35,1,0,0,0,1,0,0,0,1,0
"4255","No",31,0,1,0,0,1,0,0,1,0,0
"4256","No",42,1,0,0,0,1,0,0,1,0,0
