"","y","age","jobtype","marital","education","default","balance","housing","loan"
"2876","No",29,"Blue Collar","Single","Secondary","No",778,"Yes","No"
"2877","No",37,"Blue Collar","Single","Secondary","No",48,"No","No"
"2878","No",49,"White Collar","Married","Primary","No",169,"Yes","No"
"2879","No",51,"Blue Collar","Divorced","Secondary","No",12,"Yes","No"
"2882","No",42,"Blue Collar","Married","Tertiary","No",12223,"Yes","No"
"2883","No",24,"Blue Collar","Married","Secondary","No",-254,"Yes","Yes"
"2884","No",46,"White Collar","Married","Tertiary","No",1148,"No","No"
"2885","No",23,"White Collar","Single","Secondary","No",5,"No","No"
"2886","No",26,"Blue Collar","Single","Secondary","No",50,"Yes","No"
"2887","No",43,"Blue Collar","Divorced","Primary","No",92,"Yes","No"
"2888","Yes",35,"Blue Collar","Single","Tertiary","No",470,"Yes","No"
"2889","No",38,"Blue Collar","Married","Secondary","No",0,"No","No"
"2890","No",56,"Other/Unknown","Divorced","Primary","No",109,"No","No"
"2891","No",31,"Blue Collar","Married","Secondary","No",440,"Yes","No"
"2892","Yes",32,"White Collar","Single","Tertiary","No",0,"No","No"
"2893","No",28,"Blue Collar","Single","Secondary","No",2685,"No","Yes"
"2894","No",26,"White Collar","Divorced","Secondary","Yes",-3,"Yes","No"
"2895","No",49,"White Collar","Married","Tertiary","No",7007,"No","No"
"2896","No",33,"White Collar","Married","Secondary","No",220,"Yes","No"
"2897","No",80,"Other/Unknown","Married","Primary","No",1548,"No","No"
"2898","No",40,"Blue Collar","Married","Secondary","No",326,"Yes","Yes"
"2899","No",42,"Blue Collar","Divorced","Secondary","No",0,"Yes","No"
"2900","No",46,"Blue Collar","Married","Secondary","No",123,"No","No"
"2902","No",37,"Blue Collar","Single","Tertiary","No",223,"Yes","No"
"2903","No",32,"Other/Unknown","Married","Secondary","No",1694,"Yes","No"
"2904","No",53,"White Collar","Married","Tertiary","No",4446,"Yes","No"
"2906","No",31,"Blue Collar","Divorced","Secondary","No",202,"Yes","No"
"2907","No",34,"White Collar","Single","Tertiary","No",0,"No","No"
"2908","No",44,"Blue Collar","Married","Tertiary","No",1707,"No","No"
"2909","No",35,"Blue Collar","Married","Secondary","No",13658,"Yes","No"
"2910","No",39,"White Collar","Married","Secondary","No",406,"No","No"
"2911","No",55,"Blue Collar","Married","Secondary","No",96,"No","No"
"2912","Yes",34,"Other/Unknown","Married","Secondary","No",0,"Yes","No"
"2913","No",39,"Blue Collar","Married","Tertiary","No",-276,"No","Yes"
"2914","No",58,"Other/Unknown","Married","Secondary","No",413,"No","No"
"2917","No",32,"White Collar","Single","Secondary","No",10218,"Yes","No"
"2920","No",44,"White Collar","Married","Tertiary","No",7635,"No","No"
"2921","No",24,"Blue Collar","Married","Secondary","No",9,"Yes","No"
"2922","No",43,"White Collar","Single","Secondary","No",1029,"Yes","No"
"2923","No",26,"White Collar","Married","Tertiary","No",2855,"No","No"
"2926","No",52,"Blue Collar","Divorced","Primary","No",-97,"Yes","Yes"
"2927","No",33,"Blue Collar","Married","Tertiary","No",1465,"No","No"
"2928","No",30,"Blue Collar","Married","Secondary","No",125,"Yes","No"
"2929","No",32,"Blue Collar","Single","Tertiary","No",930,"No","No"
"2930","No",27,"White Collar","Single","Tertiary","No",0,"Yes","No"
"2931","No",58,"Blue Collar","Married","Primary","No",73,"No","No"
"2932","No",46,"Other/Unknown","Married","Primary","No",-35,"Yes","No"
"2933","No",28,"White Collar","Single","Tertiary","No",1351,"No","No"
"2934","No",39,"Blue Collar","Married","Primary","No",1601,"Yes","No"
"2936","No",38,"Blue Collar","Married","Secondary","No",435,"Yes","No"
"2937","No",50,"Other/Unknown","Divorced","Secondary","No",717,"Yes","No"
"2938","No",56,"Blue Collar","Married","Secondary","No",705,"Yes","No"
"2939","No",34,"Blue Collar","Married","Secondary","No",1553,"No","No"
"2940","No",33,"Blue Collar","Divorced","Secondary","No",-131,"Yes","No"
"2941","Yes",61,"Blue Collar","Married","Secondary","No",1191,"No","No"
"2942","No",36,"White Collar","Single","Secondary","No",47,"No","Yes"
"2943","No",34,"Blue Collar","Married","Tertiary","No",544,"Yes","Yes"
"2944","No",36,"Blue Collar","Married","Secondary","No",688,"Yes","No"
"2945","Yes",45,"White Collar","Married","Tertiary","No",242,"No","No"
"2946","No",27,"Other/Unknown","Single","Tertiary","No",118,"No","No"
"2947","No",45,"White Collar","Married","Secondary","No",-388,"Yes","No"
"2948","No",40,"White Collar","Married","Tertiary","No",1603,"No","No"
"2949","Yes",36,"White Collar","Single","Secondary","No",1511,"Yes","No"
"2951","No",37,"White Collar","Married","Tertiary","No",836,"Yes","No"
"2953","No",37,"White Collar","Married","Secondary","No",1123,"No","Yes"
"2954","Yes",22,"Other/Unknown","Single","Tertiary","No",691,"No","No"
"2955","No",51,"Blue Collar","Married","Secondary","No",0,"No","Yes"
"2956","No",49,"Blue Collar","Married","Secondary","No",12531,"No","No"
"2958","No",50,"Other/Unknown","Married","Primary","No",0,"No","No"
"2959","No",31,"Blue Collar","Married","Tertiary","No",309,"Yes","Yes"
"2960","No",47,"Blue Collar","Single","Secondary","No",33,"Yes","No"
"2961","No",59,"Blue Collar","Married","Secondary","No",681,"Yes","No"
"2963","Yes",71,"Other/Unknown","Married","Tertiary","No",14220,"Yes","No"
"2965","No",41,"Blue Collar","Married","Primary","No",4,"No","No"
"2966","No",35,"Blue Collar","Married","Primary","No",3587,"Yes","No"
"2967","No",36,"White Collar","Married","Tertiary","No",254,"No","No"
"2968","No",46,"Blue Collar","Divorced","Primary","No",1712,"No","No"
"2971","No",35,"White Collar","Single","Tertiary","No",252,"Yes","No"
"2973","Yes",56,"White Collar","Married","Secondary","No",45,"No","No"
"2974","Yes",46,"White Collar","Married","Secondary","No",556,"Yes","Yes"
"2975","No",44,"White Collar","Divorced","Tertiary","No",-710,"Yes","No"
"2976","No",48,"Blue Collar","Single","Tertiary","No",-551,"Yes","No"
"2977","No",28,"Blue Collar","Single","Secondary","No",56,"Yes","No"
"2979","No",34,"White Collar","Single","Tertiary","No",178,"Yes","No"
"2980","No",56,"Blue Collar","Married","Secondary","No",359,"Yes","No"
"2981","Yes",55,"Other/Unknown","Divorced","Secondary","No",1580,"No","Yes"
"2982","No",44,"Blue Collar","Divorced","Secondary","No",221,"No","No"
"2983","No",38,"Blue Collar","Married","Tertiary","No",1161,"Yes","No"
"2984","No",53,"Other/Unknown","Married","Secondary","No",1278,"Yes","No"
"2985","No",41,"White Collar","Single","Tertiary","No",982,"No","No"
"2986","Yes",34,"Blue Collar","Single","Secondary","No",16,"No","No"
"2987","No",34,"White Collar","Single","Tertiary","No",1,"No","No"
"2988","No",35,"Blue Collar","Married","Secondary","No",128,"Yes","No"
"2990","No",42,"White Collar","Married","Tertiary","No",42045,"No","No"
"2992","No",37,"White Collar","Divorced","Tertiary","No",0,"Yes","No"
"2994","No",29,"Blue Collar","Married","Secondary","No",125,"Yes","No"
"2995","No",41,"White Collar","Married","Tertiary","No",140,"Yes","No"
"2996","No",43,"Blue Collar","Single","Secondary","No",593,"Yes","No"
"2997","No",38,"White Collar","Married","Secondary","No",746,"No","No"
"2998","No",31,"Blue Collar","Married","Secondary","No",589,"Yes","Yes"
"2999","No",32,"White Collar","Single","Tertiary","No",2343,"No","No"
"3000","No",40,"White Collar","Married","Tertiary","No",294,"Yes","No"
"3001","No",45,"White Collar","Married","Secondary","No",644,"No","Yes"
"3002","No",43,"White Collar","Married","Secondary","No",-26,"Yes","No"
"3003","No",27,"Blue Collar","Single","Secondary","No",3354,"Yes","No"
"3004","No",33,"White Collar","Single","Tertiary","No",23,"No","No"
"3007","Yes",51,"White Collar","Married","Unknown","No",2094,"No","No"
"3010","No",57,"Blue Collar","Married","Primary","No",93,"Yes","No"
"3011","No",29,"Blue Collar","Single","Tertiary","No",0,"Yes","No"
"3012","No",50,"Blue Collar","Married","Secondary","No",26394,"No","No"
"3013","No",36,"Blue Collar","Married","Secondary","No",-11,"Yes","No"
"3014","Yes",49,"Blue Collar","Married","Tertiary","No",523,"Yes","No"
"3015","No",49,"Blue Collar","Married","Secondary","Yes",-74,"Yes","No"
"3016","No",35,"White Collar","Married","Tertiary","No",0,"No","No"
"3017","No",39,"Blue Collar","Single","Secondary","No",122,"Yes","No"
"3018","No",34,"Blue Collar","Married","Primary","No",351,"No","Yes"
"3019","No",57,"White Collar","Married","Secondary","No",35,"No","Yes"
"3020","No",37,"Blue Collar","Divorced","Secondary","No",2610,"Yes","No"
"3021","No",25,"Blue Collar","Single","Secondary","No",64,"No","No"
"3025","No",49,"White Collar","Divorced","Tertiary","No",1904,"No","Yes"
"3027","No",39,"White Collar","Divorced","Tertiary","No",26,"No","No"
"3029","No",34,"White Collar","Married","Secondary","No",79,"Yes","No"
"3030","Yes",39,"Blue Collar","Married","Primary","No",2303,"Yes","No"
"3031","No",53,"Blue Collar","Married","Secondary","No",65,"No","No"
"3032","No",44,"White Collar","Married","Tertiary","No",332,"Yes","No"
"3033","No",32,"Blue Collar","Divorced","Secondary","No",-399,"Yes","No"
"3035","No",29,"Blue Collar","Married","Primary","No",-102,"No","No"
"3037","Yes",73,"Other/Unknown","Married","Primary","No",279,"No","No"
"3038","No",52,"Blue Collar","Married","Secondary","No",11,"Yes","No"
"3039","No",49,"Blue Collar","Married","Secondary","No",2201,"Yes","No"
"3040","No",63,"Other/Unknown","Married","Primary","No",8044,"No","No"
"3043","No",49,"Other/Unknown","Married","Tertiary","No",443,"No","No"
"3045","No",53,"White Collar","Married","Unknown","No",7,"No","No"
"3046","No",53,"Blue Collar","Married","Tertiary","No",3177,"No","No"
"3047","No",43,"Blue Collar","Married","Primary","No",232,"No","Yes"
"3048","No",35,"White Collar","Single","Secondary","No",81,"Yes","No"
"3050","No",25,"Other/Unknown","Single","Tertiary","No",1433,"Yes","No"
"3051","No",31,"Blue Collar","Single","Unknown","No",187,"No","No"
"3052","No",48,"White Collar","Married","Tertiary","No",0,"No","No"
"3053","No",40,"Other/Unknown","Married","Secondary","No",4610,"No","No"
"3054","No",46,"Blue Collar","Married","Primary","No",1429,"Yes","No"
"3055","No",30,"Blue Collar","Single","Secondary","No",334,"No","No"
"3056","No",47,"Blue Collar","Married","Secondary","No",2,"No","Yes"
"3057","No",23,"Blue Collar","Single","Secondary","No",500,"Yes","No"
"3058","No",29,"Blue Collar","Married","Tertiary","No",43,"Yes","No"
"3060","No",56,"Other/Unknown","Married","Primary","No",306,"No","Yes"
"3062","No",55,"Other/Unknown","Married","Secondary","No",168,"No","No"
"3063","No",43,"White Collar","Married","Tertiary","No",210,"No","No"
"3064","No",34,"Blue Collar","Married","Secondary","No",518,"Yes","No"
"3066","No",55,"Blue Collar","Married","Secondary","No",-31,"No","Yes"
"3068","No",34,"White Collar","Single","Tertiary","No",318,"Yes","No"
"3069","No",43,"White Collar","Married","Tertiary","No",64,"No","No"
"3070","No",39,"Blue Collar","Married","Primary","No",800,"Yes","No"
"3071","No",39,"Blue Collar","Single","Unknown","No",75,"No","No"
"3073","No",55,"White Collar","Married","Tertiary","No",2366,"Yes","Yes"
"3074","Yes",67,"Other/Unknown","Married","Tertiary","No",701,"No","No"
"3075","No",34,"White Collar","Married","Tertiary","No",475,"Yes","Yes"
"3076","No",47,"Blue Collar","Married","Secondary","No",3285,"No","No"
"3077","No",33,"Blue Collar","Married","Primary","No",925,"No","No"
"3078","No",45,"White Collar","Married","Secondary","No",128,"No","Yes"
"3079","No",36,"Blue Collar","Married","Secondary","No",1587,"Yes","No"
"3080","No",59,"Blue Collar","Divorced","Secondary","No",879,"Yes","No"
"3081","Yes",33,"Blue Collar","Married","Secondary","No",478,"No","No"
"3082","No",52,"Blue Collar","Divorced","Secondary","No",280,"No","No"
"3083","No",53,"Blue Collar","Married","Primary","No",1868,"No","No"
"3084","No",41,"Other/Unknown","Married","Primary","No",819,"No","No"
"3085","No",45,"Blue Collar","Married","Secondary","No",4646,"Yes","No"
"3086","No",60,"White Collar","Single","Secondary","No",27,"No","No"
"3087","No",32,"Blue Collar","Married","Secondary","No",736,"Yes","No"
"3088","No",28,"White Collar","Single","Tertiary","No",224,"Yes","No"
"3090","No",53,"Blue Collar","Married","Secondary","No",427,"No","Yes"
"3091","No",58,"White Collar","Married","Tertiary","No",2764,"No","No"
"3092","No",38,"Blue Collar","Married","Secondary","No",376,"Yes","No"
"3094","No",53,"White Collar","Married","Tertiary","No",71,"No","Yes"
"3096","No",52,"Blue Collar","Single","Secondary","No",1810,"No","No"
"3097","No",38,"Blue Collar","Married","Secondary","No",994,"No","No"
"3098","No",37,"Blue Collar","Married","Primary","No",52,"Yes","No"
"3099","No",37,"Blue Collar","Married","Primary","No",11,"No","No"
"3100","No",37,"Blue Collar","Married","Secondary","Yes",0,"No","No"
"3102","No",44,"Blue Collar","Married","Primary","No",2657,"Yes","No"
"3103","No",61,"Other/Unknown","Married","Secondary","No",313,"No","Yes"
"3104","No",34,"White Collar","Married","Secondary","No",61,"No","Yes"
"3105","No",33,"White Collar","Single","Secondary","No",2557,"Yes","No"
"3106","No",30,"Blue Collar","Divorced","Secondary","No",0,"Yes","No"
"3107","No",27,"Blue Collar","Divorced","Secondary","No",10,"Yes","No"
"3108","No",37,"Blue Collar","Married","Secondary","No",658,"Yes","No"
"3109","No",38,"Blue Collar","Married","Primary","No",1679,"Yes","No"
"3110","No",35,"White Collar","Single","Tertiary","No",0,"No","Yes"
"3111","No",50,"Blue Collar","Married","Secondary","No",841,"Yes","No"
"3112","No",39,"White Collar","Married","Secondary","No",0,"Yes","No"
"3113","No",35,"White Collar","Married","Secondary","No",1160,"Yes","No"
"3114","No",36,"White Collar","Divorced","Secondary","No",-37,"Yes","No"
"3115","No",28,"Blue Collar","Single","Secondary","No",94,"Yes","No"
"3117","No",39,"White Collar","Married","Secondary","No",235,"No","No"
"3118","Yes",30,"Blue Collar","Single","Secondary","No",2145,"Yes","No"
"3119","No",32,"Blue Collar","Married","Secondary","No",1464,"Yes","No"
"3121","No",47,"Blue Collar","Married","Primary","No",187,"Yes","No"
"3122","No",53,"White Collar","Married","Tertiary","No",12,"No","No"
"3123","No",57,"Blue Collar","Married","Primary","No",318,"Yes","No"
"3124","Yes",47,"Blue Collar","Married","Secondary","No",405,"No","Yes"
"3125","No",56,"White Collar","Married","Tertiary","No",334,"Yes","No"
"3126","No",38,"White Collar","Married","Primary","No",0,"Yes","No"
"3127","No",52,"Blue Collar","Married","Primary","No",2,"No","No"
"3128","No",46,"Blue Collar","Married","Secondary","No",966,"Yes","Yes"
"3129","No",57,"Blue Collar","Married","Primary","Yes",195,"No","Yes"
"3130","No",42,"Blue Collar","Divorced","Unknown","No",0,"No","No"
"3131","No",57,"Other/Unknown","Married","Secondary","No",0,"No","No"
"3132","No",51,"Other/Unknown","Married","Secondary","No",260,"No","No"
"3134","No",37,"Blue Collar","Married","Primary","No",3242,"Yes","No"
"3136","Yes",48,"White Collar","Married","Tertiary","No",1808,"Yes","No"
"3137","No",39,"Blue Collar","Married","Primary","No",20,"Yes","No"
"3138","No",42,"Blue Collar","Married","Secondary","No",3068,"Yes","Yes"
"3139","No",36,"White Collar","Married","Tertiary","No",23,"No","No"
"3140","No",34,"Blue Collar","Single","Secondary","No",1076,"No","No"
"3141","No",61,"Other/Unknown","Married","Primary","No",1060,"Yes","No"
"3143","No",35,"Blue Collar","Single","Primary","No",1147,"Yes","Yes"
"3144","No",54,"Blue Collar","Married","Secondary","No",-630,"No","No"
"3145","No",31,"White Collar","Married","Tertiary","No",459,"No","No"
"3147","No",32,"Other/Unknown","Married","Tertiary","No",357,"Yes","No"
"3148","No",52,"Other/Unknown","Married","Secondary","No",-9,"No","No"
"3150","No",31,"Blue Collar","Married","Secondary","No",500,"Yes","No"
"3151","No",53,"Blue Collar","Married","Secondary","No",9146,"No","No"
"3152","No",43,"White Collar","Married","Secondary","No",59,"No","No"
"3153","No",47,"Other/Unknown","Married","Primary","No",0,"No","No"
"3154","No",46,"Blue Collar","Married","Primary","No",328,"Yes","No"
"3155","No",34,"White Collar","Divorced","Secondary","No",291,"No","No"
"3156","No",55,"Blue Collar","Single","Tertiary","No",-703,"Yes","No"
"3157","No",23,"White Collar","Single","Secondary","No",589,"Yes","No"
"3159","No",58,"White Collar","Married","Secondary","No",1142,"No","No"
"3161","Yes",27,"White Collar","Married","Tertiary","No",802,"No","No"
"3162","Yes",24,"Blue Collar","Married","Secondary","No",556,"Yes","No"
"3163","No",48,"White Collar","Married","Secondary","No",191,"Yes","No"
"3164","No",31,"Blue Collar","Single","Secondary","No",373,"No","No"
"3165","No",57,"Blue Collar","Married","Secondary","No",6164,"No","No"
"3166","No",53,"White Collar","Married","Tertiary","No",37,"No","No"
"3167","No",42,"Blue Collar","Married","Primary","No",1156,"Yes","No"
"3169","No",59,"White Collar","Married","Secondary","No",2381,"No","No"
"3170","No",38,"Blue Collar","Married","Secondary","No",-314,"Yes","No"
